comment,compound,positive,negative,neutral,label
Soalnya mafia bola indonesia ikut judi international Jika 2 negara bertanding dan keduanya bagus akan sulit memprediksi kemenangan judinya tapi jika performa negara sendiri jelek dan pihak lain bagus maka akan lebih mudah diprediksi Akhirnya mereka sengaja menghancurkan sepak bola negeri sendiri supaya banget mereka ngak akan pernah keliru dalam perjudian mereka pun makin cuan dan makin kaya,-0.975,0.298,0.444,0.258,negative
Dari AustraliaIndonesia sebenarnya runtuh sudah argumen dan analisa yang mengharuskan ganti pelatih Sepakbola perhitungannya tidak seperti teori ekonomi Karena ambisi satu negara yang harus menanggung akibatnya Bagi kami rakyat Timnas adalah pelipur untuk mereka sesederhana jabatan baru sudah menanti,-0.9584,0.324,0.471,0.206,negative
Walaupun pelatih sehebat apapun tanpa kemistri pasti gagal karena tim bukan 11 orang bermain di lapangan saja,-0.9001,0.279,0.512,0.209,negative
Kebetulan saat itu saya lagi pusing karena tidak urus BMUN lagi Wkwkwk,-0.9818,0.105,0.789,0.105,negative
Mimpi kita menjadi negara maju sudah gagal mimpi menuju piala dunia juga gagal,-0.7184,0.364,0.455,0.182,negative
Pundit yang bela belain patrick mereka lihat skor saja bang tapi tidak lihat permainan,-0.9186,0.229,0.543,0.229,negative
Ganti pelatih sudah sering Lebih baik ganti seluruh pemain Sebenarnya di negara ini ada cukup banyak pemain berbakat seperti Messi dan Ronaldo hanya saja mereka kalah bersaing dengan mereka yang memiliki bantuan dari orang dalam,0.875,0.48,0.382,0.137,positive
Emang tabiat orang indonesia pada tidak pantas jadi peminpin dalam sektor apapun,-0.6124,0.32,0.4,0.28,negative
Apakah alex pastoor cocok mengganti kan patrick Kluivert sampai piala asia,0.8402,0.471,0.0,0.529,positive
PK Patrick Kluivert PK Pelatih Kebon,0.6124,0.444,0.0,0.556,positive
Buruk nya timnas dari awal itu pemilihan ketum baru dan apparel jersey timnas,-0.9001,0.12,0.52,0.36,negative
1 lagi di kualifikasi round 4 menang 2 kali karena main kandang cuma lawan bahrain dan cina Sty di kualifikasi 3 kali main kandang 1 seri 1 menang 1 kalah tapi lawannya australia arab saudi japan,0.7184,0.407,0.288,0.305,positive
memang belum pantes masuk world cup sihkita di piala asia saja masih stengah matiminimal runner up dulu di piala asia biar ada peluang besar buat lolos qualifikasi,0.7906,0.404,0.25,0.346,positive
Ini pelatih jejak karirnya apa Kemampuan dia pas jadi pemain bola apa Kenapa pssi membuang pelatih emasnya padahal pelatih sty jarang di temui didunia dan tipe tipe pelatih yang 10000 tahun sekali baru ada pelatih macam ini Apa urgensi dan agenda pak erik tohir memilih pelatih ini,0.4588,0.381,0.352,0.267,positive
Luis milla sih bagus patut dicoba lagi,0.6124,0.562,0.25,0.188,positive
Sepak bola Indonesia akan bagus akan maju Kalo Justin Kalam towel di bumi hanguskan dari bumi Nusantara,-0.7184,0.12,0.32,0.56,negative
Ini live apa teping,0.0,0.4,0.4,0.2,neutral
Tiap Kali dengar bang fer nyebut bentuk tanggung jawab nya Keinget suatu negara yang sampai undur diri sendiri sebagai bentuk minta maaf telah mengecewakan Tapi yah melihat speak terjang bagaimana pejabatnya Dan jajaran nya Well hell nah kayaknya hampir sama seperti mimpi buat masuk ke piala Dunia itu sendiri BISA SANGAT MUNGKIN TAPI selagi masih ada orang busuk yang berkuasa jangan harap lah,-0.9578,0.373,0.476,0.151,negative
Ya begitulah kalau orang politik salah pasti jawabnya muter bang selalu mncari dan mencari kesalahan yang lain orang awam pun paham sebenernya,-0.9776,0.196,0.607,0.196,negative
Kenapa sty tidak selesaikan tugasnya dulu bahkan diganti kluivert,-0.7906,0.0,0.429,0.571,negative
ET kelamaan duduk jadi lupa diri tidak mau mundur,-0.6124,0.385,0.5,0.115,negative
Sebenernya yang agak kurang rizki ridho kenapa dia bukannya pasing ke kiper bahkan ngntrol bola terus bolanya kerebut pemain iraq dan boom akhirnya iraq dapat celah dan tahu kekurangan kiper kita marten paes pojok kiri sering ke bobolan waktu lawan arab saudi juga pojok kiri kelemahannya,-0.9818,0.219,0.479,0.302,negative
Bung Ferry Erick Thohir bukan sekedar dipecat Erick Thohir harus di penjarakan karena sudah mengkhianati negara dan rakyat Indonesia dengan politiknya menghambur uang rakyat melalui BUMN dan APBN mendatangkan pelatih mafia dari Belanda maka pupus lah harapan rakyat melihat timnas bermain di pildun,-0.975,0.19,0.429,0.381,negative
bang speak up lebih lantang bang,0.25,0.286,0.0,0.714,positive
Jangan lupa Erick Out pun harus tetap dikawal Karena ini jelas tanggung jawabnya Erik,-0.9638,0.211,0.658,0.132,negative
Lanjut lagi bung video kaya ginicapek dengarkan yang omong isinya apa taulah,-0.9432,0.194,0.613,0.194,negative
setuju tidak sih rapat esko pssi di buat online biar rakyat bisa lihat siapa orang sableng yang voting dan mengajukan pergantian pelatih soalnya saya nton bola bung binder pas mantan esko yang datang dia bicara keputusan nya lewat voting,-0.8402,0.363,0.407,0.231,negative
jangan smpe ET mundur PK saja yang mundur yang dibuthkan hanya evaluasi pelatih jangan smapai fedrasi ikut ke reset lagi ini kondisinya lebih ke pembenahan secara pelatih jangan asal minta mundur semua pihak,-0.9906,0.165,0.608,0.228,negative
Gagal bersama STY lebih ikhlas karena dia yang membangun tim ini,-0.9432,0.289,0.632,0.079,negative
Susah betuuulllll Indonesia iya benerbener resah fakkk,-0.9001,0.0,0.667,0.333,negative
si Erik tidak melihat Joachim Loew melatih dari 20062021 begitu panjangnya dengan negara sebesar Jerman butuh proses 8 tahun buat juara dunia 2014,-0.9325,0.227,0.455,0.318,negative
BINTANG LAUT DIJADIKAN PELATIH,0.6124,0.571,0.0,0.429,positive
Opini saya pemain bola yang baik di lapangan belum tentu baik dalam melatih Saya bukan menggatakan kluivert buruk namun saya rasa STY memiliki kemampuan lebih baik dalam melatih,-0.875,0.383,0.481,0.136,negative
Tidak ada kapasitas yang pasti di negara ini sehingga tidak memiliki tujuan,-0.7906,0.351,0.486,0.162,negative
kenapa harus seseorang harus mundur Yang Harus Mundur iya SEMUA,-0.9869,0.0,0.852,0.148,negative
Pecinta sepakbola maupun rakyat umumnya sangat kecewa Timnas Garuda GAGAL ke piala dunia 2026 mestinya harus dibudayakan bila gagal harus bertanggung jawab iya mundur lah paling sederhana Minggu kelabu,-0.9141,0.242,0.394,0.364,negative
Yang harus mundur Patrick Kluivert Kalau pak Erick Tohir itu ambil keputusan ganti pelatih karena ada 12 Excojadi pak Erick tidak bisa mengambil keputusan sendiriitu ada di peraturan FIFA terbaruketua umum dan Exco voting untuk pergantian pelatih,0.0,0.382,0.371,0.247,neutral
timnas curacao sekarang diambang lolos pildun untuk pertama kalinya now you know whos the masalah,-0.9001,0.0,0.435,0.565,negative
lelah lelah bangun pondasi eh di runtuhin sama PK,0.9432,0.7,0.0,0.3,positive
Kalau misal ET memang tidak mau pakai STY lagi dan berpikir bahwa pelatih belanda adalah yang terbaik untuk saat ini setidaknya depak PK dan biarkan Alex Pastor naik jadi pelatih kepala Gua ngerasa ET memang perlu bertanggung jawab Mundur dari jabatan adalah salah satu bentuk tanggung jawab tapi tidak selalu menjadi satusatunya cara Bisa dengan depak PK dan naikin AP benahin usia muda kayak U17 untuk proyeksi masa depan anything laa yang penting ada langkah tanggung jawab dari ET Dia harus bisa benahin kekacauan karena keputusan krusial yang ia buat beberapa bulan lalu,-0.9001,0.379,0.417,0.204,negative
kalah dua kali plus tidak lolos kalau negara lain di pecat,-0.9818,0.135,0.784,0.081,negative
Apa kita harus turun ke jalan,-0.875,0.133,0.667,0.2,negative
kalau mau ET mundur tolong terlebih dahulu cari pengganti yang di atas kelebihan pak erik saya gmw PSSI kembali dipimipin oleh orang orang yang tidak mumpuni pada bidangnya contoh dipimipin orang dengan latar belakang aparat,-0.9882,0.198,0.57,0.233,negative
Beneran dipecat Anjir si Patrick Ferry lagilagi 100 Winrate,0.7184,0.462,0.0,0.538,positive
selama punditpundit dan buzzer sco pssi dan mafia bola indonesia lebih mementingkan dan mengagungkan piala AFFselama itu lah indonesia bakal terus di jegal dari piala asia bahkan sekalipuj piala dunia,-0.7184,0.196,0.283,0.522,negative
Ini disaster karena sudah invest banyak di naturalisasi pemain londo terus gagal total Mustinya naturalisasinya lebih awal pas kualifikasi baru mulai jadi banyak waktu para londo untuk adaptasi Lets move on ke Piala Asia At least target semi final,0.9678,0.512,0.213,0.275,positive
Jika memang ingin transisi ke kluivert dari sty kenapa tidak kluivert yang jadi assisten dulu baru head coach setelah setaun mungkin kan lebih proper perpindhan nya apa karena kluivert tidak mau posisi awal assisten Yauda gausa cri lain memang orang belanda yang bisa ngelatih dia saja Arghh lelah dengan kedongoan orang-orang di belakang timnas ini,-0.9891,0.228,0.488,0.285,negative
103 MENIT CUMA 1 SHOOT ON GOAL KOCAAAAAAAAAAAAKKKKKKKKKKKKKKKKKKKKKKKKKKKKK PETRIIIKKKKKKKKKKKKKKK,-0.8345,0.0,0.567,0.433,negative
Pertanyaan Ganti pelatih bisa lolosJawabannya ET mundur PK pecatrombak PSSI lagi,0.6124,0.4,0.2,0.4,positive
2 orang ini harus mundur kalau tidak kunjung mundur protes ke kantor PSSI atau kosongkan stadion ketika bertanding,-0.9186,0.194,0.5,0.306,negative
Salah satu pundit yang pendukung patrick itu coach justin bang coba abang tanya ke coach justin bang,0.0,0.385,0.359,0.256,neutral
Gua bingung dan tidak paham dengan PSSI baik itu di era yang dulu maupun era yang saat ini penyakit kronisnya masih sama Mengapa mereka harus banget untuk memaksakan diri mereka dalam melakukan evaluasi jika sebenarnya memang tidak ada kapasitas kemampuan maupun bakat untuk melakukan hal itu Mengapa mereka tidak mencoba untuk melakukan evaluasi terhadap diri mereka sendiri terlebih dahulu Misalnya mencoba mengenal diri mereka sendiri dengan lebih baik terlebih dahulu Atau apakah mereka punya kapasitas untuk hal ini atau tidak Apakah benarbanar mampu atau tidak Apakah sepenuhnya layak atau tidak Apakah memiliki kemampuan dan bakat dalam hal itu atau tidak Dan halhal mendasar sejenisnya Sebelum pada akhirnya mereka memutuskan untuk melakukan halhal yang lebih jauh lagi seperti contohnya mengevaluasi hasil maupun kegagalan Kenapa harus banget memaksakan diri untuk melakukan evaluasi dan ujungujungnya hanya merugikan banyak pihak begitu loh Harus banget begitu Di dasari atas apa Rasa angkuh dan superioritas Ataukah rasa percaya diri yang berlebihan Atau mungkin memang Too LoL saja Ngl I dont understand saudara laki-laki really Karena ini penyakit kronis dari dulu bukan halhal yang barubaru saja terjadi Kegagalan adalah hal yang biasa dan sangat normal dalam kehidupan Hanya saja untuk mengevaluasi sebuah kegagalan itu membutuhkan kemampuan dan bakat membutuhkan kapasitas yang cukup dan layak Tujuannya agar pelajaran dari kegagalan itu bisa benarbenar di petik secara maksimal Setidaknya itu hal yang paling mendasar banget kan Memahami kapasitas diri sendiri terlebih dahulu basic banget loh Ada orang lain yang bisa di andalkan jika diri kita memang tidak memiliki kapasitas untuk hal itu Hanya perlu menurunkan sedikit emosi dan gengsi tapi dampaknyabluar biasa bagi dir sendiri maupun orang lain di sekitar Tapi jika evaluasi di lakukan oleh orangorang yang tidak memiliki kemampuan maupun tidak berbakat alias tidak memiliki kapasitas dalam hal itu lalu bagaimana caranya untuk mengevaluasi sebuah kegagalan How Apa yang benarbenar berhasil di dapat coba Yang ada endingnya hanyalah sebuah formalitas belaka Omong kosong yang penuh kepurapuraan sepenuhnya Lagipula apa yang bisa ditemukan didalam sebuah kegagalan oleh orangorang yang tidak memiliki kemampuan maupun bakat dalam menganalisis hal itu Apa Belajar cara meminta maaf yang berulang untuk kegagalan selanjutnya Belajar cara membuat berbagai jenis alasan jika terjadi kegagalan lagi kedepannya Atau apa Pada akhirnya hanya sekedar formalitas tanpa batas Bukan damai hanya menunda peperangan Bukan harmonis hanya menunda perpecahan Bukan menyembuhkan hanya meredakan efek samping Dan berbagai macam hal penundaan lain dan sejenisnya Evaluasi Iya Hasil evaluasi Gak ada formalitas saja,-0.9997,0.3,0.478,0.222,negative
tadinya timnas itu jadi hiburan masyarakat didalam keterbatasan polusi dimana mana SPBU swasta tidak ada stok banyak anak2 keracunan dan penat target kerjaan eh sekarang hiburan itu hilang direnggut petinggi2 pssi dan exco,0.25,0.348,0.318,0.333,positive
Kalaupun kalah tapi permainan bagus its okey ini makin menurun permainannya itu yang rasa ny tidak adil dulu kita di beri harapan skrang pupus pssi lucu,-0.9584,0.277,0.508,0.215,negative
feeling ku saja yaaa semua sudah di atur di judi sehhh kalau timmas indonesia menang mereka tidak ada pemasukan tapi sebaliknya,0.6705,0.423,0.33,0.247,positive
Pak ET itu mengejar credit pribadi bang STY sudah duluan ada di timnas dan sudah merebut hati suporter indonesia jika indonesia lolos nama STY Full naik tanpa iming ET makanya STY dicut Kalau gantinya STY berhasil nama ET ikut naik karena ada perannya dalam mengganti STY nama PK akan naik bersama ET,0.9666,0.456,0.253,0.291,positive
saya bisa ngalahin arab saudi dan irak tapi di game efootball di level superstar,-0.25,0.158,0.211,0.632,negative
Kesel saya sama patrik sama eth out semua ganti sty,-0.4588,0.4,0.467,0.133,negative
Istilah katanya ini yee PELATIH BAPUK,0.5766,0.441,0.186,0.373,positive
sedang apa suruh petrik mundur skr mau mundur atau tidak buat apa piala dunia sudah kandasmending suruh maju saja biar Erik Tohir puasbiar kedepannya timnas kembali kes setelan pabrik,-0.875,0.312,0.438,0.25,negative
PK harus sadar diri silakan mengundurkan diri,-0.7184,0.294,0.588,0.118,negative
Kesalahan Kluivert adalah bereksperimen saat pertandingan penting Kalo kita kalah dengan formasi 5 bek yang sudah lama dipakai saya kira itu itu sudah maksimal dan bisa diterima tapi ini kalahnya karena eksperimen bodoh pelatihnya,-0.9186,0.325,0.45,0.225,negative
Indonesia banget begitu loh,0.25,0.4,0.0,0.6,positive
Nangis saya di menit 2010 2110,-0.9001,0.0,0.714,0.286,negative
Hayo tanggung jawab et Pecat PK berani tidak et,-0.7906,0.321,0.536,0.143,negative
Propose ke fifa agar piala dunia bisa tiap 2 tahun,-0.4588,0.154,0.308,0.538,negative
Kalau ada yang harus mundur saya siap mundur 3 langkah,-0.7906,0.375,0.562,0.062,negative
semenjak pelatih timnas indonesia ganti orang yang mirip goblin itu saya sudah tidak berharap apa apa memang sudah ketara aura kemundurannya dan iya akhirnya memang terjadi saya lihat berita timnas indonesia kalah kemarin kayak memang wajar saja dan sudah tidak ada harapan lagi sudah apalagi saya tidak support tidak nontonin livestream sambil teriak teriak semangat seperti dahulu kala mungkin komentar saya terlihat norak berlebihan dan cari perhatian tapi yakinlah banyak orang yang seperti saya satu kata ET Pattrick mundur,-0.9584,0.39,0.469,0.14,negative
yang diharap patrick kupret dipecat dan dapat kompensasi penuh tanpa kerja,-0.25,0.3,0.3,0.4,negative
Kalau saya nenyanyangkan berapa uang yang dihabiskan untuk memecat STY dan mengambil pelatih yang sekarang,-0.9432,0.125,0.562,0.312,negative
Kalo bersedih ingat2lah bahawa Spanyol juga tidak mau main WC 2026,-0.6124,0.321,0.429,0.25,negative
Bang Ferry dana reses DPR naik 2x lipat benar tidak,0.4588,0.455,0.273,0.273,positive
wew,0.0,0.0,0.0,1.0,neutral
Negara ini TIDAK BOLEH BANGKiT dari segi apapun titik,-0.9432,0.229,0.67,0.102,negative
sampai skrng et tidak ngelakuin apa apa penjahat kelamin juga tidak minta maaf,-0.9584,0.237,0.632,0.132,negative
kalau jadi patrik harus tahu diri jangan sampai dipecat harus mundur biar tidak membenani kas negara lagi HARUS MUNDUR,-0.983,0.215,0.659,0.126,negative
Feri ini pakar sepak bola atau pengamat sepak bola,-0.875,0.0,0.625,0.375,negative
Sepak bola indonesia politik,-0.7184,0.0,0.75,0.25,negative
Susah amat mau hidup bahagia,0.9517,0.826,0.174,0.0,positive
yang salah siapa yang salah itu yang rekrut penjahat kelamin jadi head coach timnas,-0.9891,0.091,0.795,0.114,negative
Harapan yang sudah dibangun STY jadi AMBYAR ditangan Kluivert,-0.25,0.333,0.333,0.333,negative
918 konten kamu menarik bang buat konten dong kenapa laki laki indonesia perlu henti merokok,0.6124,0.385,0.192,0.423,positive
sungguh menyedihkan,0.0,0.5,0.5,0.0,neutral
maunya total football dapatnya gagal total,-0.7906,0.0,0.636,0.364,negative
mafia semua patrick dan tohir sat,-0.9001,0.0,0.714,0.286,negative
tiap nonton timnas langganan video atau vision plus dan bahkan beli jerseynya 2 wkwkwkwkwkwkw,0.9186,0.591,0.0,0.409,positive
843 Apa kita harus turun ke jalan,-0.875,0.125,0.625,0.25,negative
kalau akhirnya tidak mundur pasti sudah konoha banget tertawa,0.8402,0.593,0.296,0.111,positive
tolong debatin koci itu bang pendapat nya berat sebelah lama lama kamu kan ada satu podcast sama koci,-0.25,0.378,0.4,0.222,negative
bang lebih baik kamu saja deg yang jadi ketua PSSI ini kesempatan kamu buat jadi Legenda bang dan terncatat dalam sejarah Indonesia kalau kamu bisa sukses buat indonesia masuk piala dunia di 2030 kamu bakal di nobatkan sebagai Pahlawan abang,0.0,0.343,0.286,0.371,neutral
Emangnya kenapa smp segitu nya,-0.6124,0.0,0.5,0.5,negative
Di prank sama c Erick Dan anteknya,0.6124,0.444,0.0,0.556,positive
Bisa ngak subjeknya harus pengamat yang sok sokan ikut serta sebagai suara masyarakat mereka ini yang harus mundur yang menyesatkan opini gimanapun mereka andil dalam perjalanan ini suara mereka juga punya andil dalam jalan ini,-0.8658,0.369,0.421,0.21,negative
Sense of belonging saya tetap hanya ada di Timnas Futsal,0.25,0.391,0.348,0.261,positive
Dibangun dibentuk dihancurkan,0.0,0.0,0.0,1.0,neutral
